Time(ms) photo_num Photo_Time speed steer_pos servo_pos sonar_dist lon lat gps_time magx magy magz gyroz delta_enc_counts
13287 67 0 -23 570 105 0 -1 -1 -1 36.2 -33.8 -81.4 0.0 0
13326 67 0 -27 570 102 0 -1 -1 -1 35.7 -34.0 -82.0 0.0 0
13364 67 0 -27 570 99 0 -1 -1 -1 35.7 -34.0 -82.0 -0.01 0
13401 67 0 -27 570 96 0 -1 -1 -1 36.0 -33.8 -82.0 -0.01 0
13440 68 0 -12 570 93 0 -1 -1 -1 36.0 -33.8 -82.0 -0.03 0
13479 68 0 0 570 90 0 -1 -1 -1 35.9 -33.6 -82.0 -0.01 0
13516 68 0 0 570 87 0 -1 -1 -1 35.9 -33.6 -82.0 -0.01 0
13554 68 0 0 570 84 2723 -1 -1 -1 36.0 -34.0 -81.3 -0.01 0
13593 68 0 0 570 81 2686 -1 -1 -1 36.0 -33.3 -81.8 -0.01 0
13631 69 0 0 570 78 2887 -1 -1 -1 36.0 -33.3 -81.8 -0.01 -1
13668 69 0 0 570 75 0 -1 -1 -1 36.3 -34.1 -81.0 -0.02 0
13708 69 0 0 570 72 0 -1 -1 -1 36.3 -34.1 -81.0 0.0 0
13746 69 0 0 570 69 1223 -1 -1 -1 36.0 -33.9 -81.4 -0.01 0
13784 69 0 0 570 66 1006 -1 -1 -1 36.0 -33.9 -81.4 0.0 0
13822 70 0 0 570 63 1026 -1 -1 -1 36.1 -33.8 -82.0 -0.01 0
13862 70 0 0 570 60 1053 -1 -1 -1 36.1 -34.0 -81.6 0.0 0
13899 70 0 0 570 57 286 -1 -1 -1 36.2 -34.0 -81.6 0.0 0
13938 70 0 0 570 54 269 -1 -1 -1 35.8 -33.8 -81.7 -0.01 0
13976 70 0 0 570 51 277 -1 -1 -1 35.8 -33.8 -81.7 -0.01 0
14013 71 0 0 570 48 267 -1 -1 -1 36.2 -33.6 -81.7 -0.01 0
14052 71 0 0 570 45 296 -1 -1 -1 36.2 -33.6 -81.7 -0.01 0
14091 71 0 0 570 42 294 -1 -1 -1 36.2 -34.0 -81.4 -0.01 0
14129 71 0 0 570 45 321 -1 -1 -1 36.2 -34.0 -81.4 -0.01 0
14166 71 0 0 570 48 331 -1 -1 -1 36.1 -33.6 -81.8 -0.01 0
14205 71 0 -23 570 51 313 -1 -1 -1 36.0 -33.8 -81.5 -0.01 0
14243 72 0 -28 570 54 300 -1 -1 -1 36.0 -33.8 -81.5 0.0 0
14281 72 0 -28 570 57 290 -1 -1 -1 35.7 -33.7 -82.3 -0.01 0
14320 72 0 -22 570 60 279 -1 -1 -1 35.7 -33.7 -82.3 -0.01 0
14358 72 0 -13 570 63 268 -1 -1 -1 36.2 -34.4 -81.5 -0.03 0
14396 72 0 -13 570 66 268 -1 -1 -1 36.2 -34.4 -81.5 -0.01 0
14485 73 0 0 570 69 1070 -1 -1 -1 35.8 -33.8 -81.7 -0.03 0
14523 73 0 0 570 72 1029 -1 -1 -1 35.8 -33.8 -81.7 -0.01 0
14561 73 0 0 570 75 1012 -1 -1 -1 36.4 -33.6 -81.5 -0.01 -1
14599 73 0 0 570 78 1220 -1 -1 -1 36.4 -33.6 -81.5 -0.01 0
14638 74 0 0 570 81 0 -1 -1 -1 36.4 -33.9 -81.3 -0.01 0
14675 74 0 0 570 84 0 -1 -1 -1 36.4 -33.9 0.0 0.0 -1
14714 74 0 0 570 87 0 -1 -1 -1 36.3 -33.8 -81.6 0.0 0
14752 74 0 0 570 90 0 -1 -1 -1 36.2 -34.0 -81.8 -0.01 0
14789 74 0 0 570 93 0 -1 -1 -1 36.2 -34.0 -81.8 -0.01 0
14828 75 0 0 570 96 0 -1 -1 -1 36.1 -34.2 -81.9 0.0 0
14866 75 0 0 570 99 0 -1 -1 -1 36.1 -34.2 -81.9 0.0 0
14904 75 0 0 570 102 0 -1 -1 -1 36.3 -34.2 -81.4 0.0 0
14942 75 0 0 570 105 0 -1 -1 -1 36.3 -34.2 -81.4 -0.01 0
14980 75 0 0 570 108 0 -1 -1 -1 36.1 -33.6 -81.5 -0.01 0
15018 75 0 0 570 111 0 -1 -1 -1 36.1 0.0 -82.2 0.0 0
15055 75 0 0 570 114 0 -1 -1 -1 35.9 -33.8 -82.2 -0.01 0
15095 76 0 0 570 117 0 -1 -1 -1 36.3 -34.3 -81.6 -0.01 0
15132 76 0 0 570 120 298 -1 -1 -1 36.3 -34.3 -81.6 -0.01 0
15170 76 0 0 570 117 280 -1 -1 -1 36.1 -34.3 -81.4 -0.01 0
15209 76 0 0 570 114 306 -1 -1 -1 36.1 -34.3 -81.4 -0.01 0
15247 76 0 0 570 111 296 -1 -1 -1 36.4 -34.3 -81.4 -0.01 0
15285 77 0 0 570 108 0 -1 -1 -1 36.4 -34.3 -81.4 0.0 0
15323 77 0 0 570 105 0 -1 -1 -1 35.7 -34.0 -81.7 -0.01 0
15362 77 0 0 570 102 0 -1 -1 -1 36.0 -33.8 -81.8 -0.01 0
15400 77 0 0 570 99 0 -1 -1 -1 36.0 -33.8 -81.8 -0.01 0
15439 77 0 0 570 96 0 -1 -1 -1 36.1 -33.7 -81.7 -0.01 0
15476 78 0 0 570 93 0 -1 -1 -1 36.1 -33.7 -81.7 -0.01 0
15515 78 0 0 570 90 0 -1 -1 -1 36.4 -34.1 -81.2 0.0 0
15553 78 0 0 570 87 0 -1 -1 -1 36.4 -34.1 -81.2 0.0 0
15592 78 0 0 570 84 2762 -1 -1 -1 36.2 -34.0 -81.3 -0.01 0
15630 78 0 0 570 81 2661 -1 -1 -1 36.2 -34.0 -81.8 -0.01 0
15667 79 0 0 570 78 0 -1 -1 -1 36.3 -33.8 -81.8 -0.01 0
15706 79 0 0 570 75 0 -1 -1 -1 35.8 -33.7 -81.3 0.0 0
15743 79 0 0 570 72 1620 -1 -1 -1 35.8 -33.7 -81.3 -0.01 0
15782 79 0 0 570 69 1243 -1 -1 -1 36.2 -33.8 -81.7 -0.01 0
15820 79 0 0 570 66 1027 -1 -1 -1 36.2 -33.8 -81.7 -0.01 0
15858 79 0 0 570 63 1020 -1 -1 -1 35.8 -34.0 -81.6 -0.01 0
15898 80 0 0 570 60 1054 -1 -1 -1 35.8 -34.0 -81.6 -0.01 0
15935 80 0 0 570 57 283 -1 -1 -1 36.0 -34.0 -81.6 -0.01 0
15974 80 0 0 570 54 270 -1 -1 -1 36.1 -34.1 -81.7 -0.01 0
16012 80 0 0 570 51 276 -1 -1 -1 36.1 -34.1 -81.7 -0.01 0
16049 80 0 0 570 48 270 -1 -1 -1 36.1 -34.0 -81.5 -0.01 0
16089 81 0 0 570 45 304 -1 -1 -1 36.1 -34.0 -81.5 -0.01 0
16126 81 0 0 570 42 315 -1 -1 -1 36.1 -33.6 -81.2 -0.01 0
16165 81 0 0 570 45 332 -1 -1 -1 36.1 -33.6 -81.2 -0.01 0
16203 81 0 0 570 48 341 -1 -1 -1 36.2 -34.0 -81.4 -0.01 0
16241 81 0 0 570 51 321 -1 -1 -1 36.2 -34.0 -81.7 -0.01 0
16279 81 0 0 570 54 303 -1 -1 -1 36.0 -33.9 -81.7 -0.01 0
16318 82 0 0 570 57 299 -1 -1 -1 36.3 -34.0 -81.5 -0.01 0
16356 82 0 0 570 60 270 -1 -1 -1 36.3 -34.0 -81.5 -0.01 0
16394 82 0 0 570 63 276 -1 -1 -1 36.1 -34.0 -81.3 -0.01 0
16433 82 0 0 570 66 271 -1 -1 -1 36.1 -34.0 -81.3 -0.01 0
16472 82 0 0 570 69 1060 -1 -1 -1 36.6 -34.2 -81.7 -0.01 0
16509 83 0 0 570 72 1027 -1 -1 -1 36.6 -34.2 -81.7 -0.01 0
16547 83 0 0 570 75 1043 -1 -1 -1 36.2 -33.6 -81.6 -0.01 0
16586 83 0 0 570 78 1235 -1 -1 -1 36.0 -34.0 -81.9 -0.01 0
16625 83 0 0 570 81 0 -1 -1 -1 36.0 -34.0 -81.9 -0.01 0
16662 83 0 0 570 84 0 -1 -1 -1 36.3 -34.1 -81.7 -0.01 0
16700 84 0 0 570 87 0 -1 -1 -1 36.3 -34.1 -81.7 -0.01 0
16739 84 0 0 570 90 2754 -1 -1 -1 36.0 -34.7 -81.9 -0.01 0
16777 84 0 0 570 93 0 -1 -1 -1 36.0 -34.7 -81.9 -0.01 0
16815 84 0 0 570 96 2801 -1 -1 -1 36.0 -33.9 -81.6 -0.01 0
16853 84 0 0 570 99 0 -1 -1 -1 36.0 -33.9 -81.6 -0.01 0
16891 85 0 0 570 102 0 -1 -1 -1 36.0 -33.7 -81.7 -0.01 0
16929 85 0 0 570 105 0 -1 -1 -1 36.2 -33.8 -81.4 -0.01 0
16967 85 0 0 570 108 0 -1 -1 -1 36.2 -33.8 -81.4 -0.01 0
17005 85 0 0 570 111 0 -1 -1 -1 36.3 -33.8 -81.7 -0.01 0
17043 85 0 0 570 114 0 -1 -1 -1 36.3 -33.8 -81.7 -0.01 0
17081 86 0 0 570 117 2878 -1 -1 -1 36.4 -34.3 -81.2 -0.01 0
17119 86 0 0 570 120 297 -1 -1 -1 36.4 -34.3 -81.2 -0.01 0
17158 86 0 0 570 117 287 -1 -1 -1 36.3 -34.3 -81.6 -0.01 0
17196 86 0 0 570 114 305 -1 -1 -1 36.3 -34.3 -81.9 -0.01 0
17233 86 0 0 570 111 284 -1 -1 -1 35.7 -33.7 -81.9 -0.01 0
17271 87 0 0 570 108 293 -1 -1 -1 36.2 -34.0 -81.5 -0.01 0
17310 87 0 0 570 105 0 -1 -1 -1 36.2 -34.0 -81.5 -0.01 0
17349 87 0 0 570 102 0 -1 -1 -1 36.1 -34.7 -81.7 -0.01 0
17386 87 0 0 570 99 0 -1 -1 -1 36.1 -34.7 -81.7 -0.01 0
17426 87 0 0 570 96 0 -1 -1 -1 36.1 -34.2 -81.7 -0.01 0
17463 88 0 0 570 93 0 -1 -1 -1 36.1 -34.2 -81.7 -0.01 0
17501 88 0 0 570 90 0 -1 -1 -1 35.8 -34.2 -81.8 -0.01 0
17539 88 0 0 570 87 0 -1 -1 -1 36.0 -34.0 -81.9 -0.01 0
17577 88 0 0 570 84 2726 -1 -1 -1 36.0 -34.0 -81.9 -0.01 0
17616 88 0 0 570 81 2687 -1 -1 -1 36.0 -34.2 -81.7 -0.01 0
